r4rk1/4n2p/5pPB/p3n3/Ppb4Q/8/1qB2RPP/2R3K1 b - - 0 26,e7g6 c2g6 b2c1 h6c1,1674
r5k1/1ppq1ppp/pn5B/4bR2/6Q1/1PPP3P/1P3PPK/RN2r3 w - - 9 18,f5e5 d7g4 h3g4 e1e5,1802
r4r1k/5p1p/2p2p1Q/p3pN2/p3p3/2P2q2/PP3PRP/7K b - - 1 22,f3f5 h6g7,1103
r1bqk1nr/pp1p1pbp/2n1p1p1/1N4N1/2B1P3/8/PP3PPP/R1BQK2R b KQkq - 1 8,h7h6 b5d6 e8f8 g5f7,1777
r4rk1/pp3pp1/2p2n2/3p3p/5P1q/2P1PQNb/PPB2P1P/R3R1K1 b - - 2 19,f6g4 g3f5 h4f2 f3f2,1425
5r1k/1p2pQ1n/p2p4/5P2/6PP/1Bq5/P1P5/2K4R w - - 1 26,f7e7 c3a1 c1d2 a1h1,1057
8/p1p1k1p1/5p2/2P5/7Q/6P1/Pq2rP1P/3R2K1 b - - 1 30,e2f2 h4e4 b2e5 e4e5 f6e5 g1f2,1483
3r4/1k5p/p3Pqp1/3p4/PppN1r2/6P1/3Q1P1P/3R2K1 b - - 0 42,c4c3 d2f4 f6f4 g3f4,1171
2r3k1/3n1pp1/q4n1p/1p1p1p2/3B1Q2/Pp1PP1P1/5PBP/1R4K1 w - - 0 27,f4f5 a6a3 g2d5 c8c1 b1c1 a3c1 g1g2 b3b2 d4b2 c1b2,1921
2r1r1k1/1p1b2p1/q2bNn1B/p2p4/3n4/PPN4Q/2B2PPP/R3R1K1 w - - 0 21,h6g7 e8e6 h3h8 g8f7 c2g6 f7g6 h8h6 g6f7,2395
5Q2/p7/2p5/3P3p/4p1k1/PP4b1/4r1K1/8 w - - 1 45,g2f1 e2f2 f8f2 g3f2,1044
4r1k1/p4qBp/2Q2Pp1/4p3/P1P5/1P4P1/3r3P/4R1K1 b - - 0 37,d2b2 e1d1 b2b3 d1d7 b3b1 g1g2,2224
r1bq1rk1/ppp1bp1n/2n1p3/3p2BQ/3P4/2NBP3/PPP2PPP/R4RK1 b - - 2 11,h7g5 f2f4 f7f5 h5g6 g8h8 f4g5,2497
8/p1p3pk/b6p/P3p3/2P2r1b/8/2P1RP1P/2Q3K1 w - - 2 31,e2d2 f4g4 g1f1 a6c4 d2d3 e5e4,2122
r7/2R5/Pp1r1p2/1q1kp3/8/6P1/5PQP/6K1 b - - 4 40,d5d4 g2a8 b5b1 g1g2 b1e4 a8e4,1386
2rq3k/p3b1pp/1p1p1r2/2pQ4/4PB2/2P3P1/P1P4P/3R1RK1 w - - 3 21,f4g5 f6f1 d1f1 e7g5,677
r4rk1/1pq2p1p/p2b1np1/2p1pN2/2P5/1PN1Q3/P4PPP/3R1RK1 b - - 1 18,g6f5 e3g5 g8h8 g5f6,1421
r6k/pppbb2p/4p3/4Pp2/2P1pP1q/1PB1P3/P2QB1KP/R7 w - - 7 22,d2d7 a8g8 g2h1 h4f2 e2g4 g8g4,1433
2r3k1/1p1N1p2/p4QN1/3q1n1p/3P3P/1P6/PK3PP1/8 b - - 0 32,d5d4 f6d4 f5d4 g6e7,1338
3q1r2/3B1pk1/p2Q1n1p/1p2N3/3P4/1P4P1/P3PP2/6K1 w - - 3 30,e5c6 d8d7 d6d7 f6d7,1373
6k1/pp1q1pbp/2n3p1/6N1/2pPr3/2P5/PP1Q2PP/R5K1 b - - 1 23,g7h6 g5e4 h6d2 e4f6 g8f8 f6d7,1650
r5k1/p2pq1pp/1p3p2/2bP1rPQ/5N1P/2B5/PPP5/R2K3R w - - 3 20,h5g4 e7e4 h1e1 e4f4 g4f4 f5f4,1821
3r2k1/2p3p1/p1p2b1B/5P2/4p1R1/6QP/PPq3PK/8 b - - 3 31,d8d7 h6g7 d7g7 g4g7 f6g7 f5f6,2091
1rk5/4R3/2PK1p2/p5p1/P7/7P/1p6/8 b - - 9 49,b2b1q e7e8,1186
1k5r/1qr5/1p1p4/1P3N2/Q1nNp3/6P1/2P2P2/R5K1 b - - 0 44,e4e3 d4c6 c7c6 b5c6 e3f2 g1f2 b6b5 a4c4 b5c4 c6b7,2401
k6r/1p4p1/1PpR1p2/p7/P3PQ2/2q3Pr/2P2R1P/7K w - - 0 31,f2d2 h3h2 d2h2 c3e1 h1g2 e1e2 f4f2 h8h2 g2h2 e2f2,1629
r2qk1nr/1pp2ppp/p1pb4/8/3QP1b1/5N2/PPP2PPP/RNB2RK1 w kq - 1 8,f3g5 d6h2 g1h2 d8d4,1383
8/pp2NQpk/7p/4q3/8/1P5P/P3nPPK/8 w - - 7 40,h2h1 e5a1 h1h2 a1g1,1183
8/2b5/1p2p1k1/2p1P3/2Pp1PP1/B7/P1R1K3/7r w - - 1 45,e2f3 h1h3 f3g2 h3a3,1371
r4rk1/p1p1bpp1/1pPp1q2/PB5p/4P1n1/2N3P1/1PP2P1P/R1BQR1K1 w - - 1 15,c3d5 f6f2 g1h1 f2h2,1164
4Rb2/5pkp/1B4p1/1N4n1/1PR5/5nPP/4KP2/r7 w - - 7 33,b5d4 a1e1 e2d3 e1e8 d4f3 g5f3,1556
8/8/8/1prkp1p1/p3R1P1/P1P2K2/1P6/8 w - - 4 44,f3e3 c5c4 e4c4 d5c4 e3e4 c4b3,1974
6k1/pp2b1p1/2b1p3/2p1B1qp/3Pp3/P1P1Nr1P/1P2QP2/4RR1K w - - 1 25,f1g1 f3h3 e5h2 g5h4 g1g2 e7d6,2285
1r4k1/5p2/p2p3p/3N1rp1/8/1P4PP/P1P3P1/3R2K1 b - - 0 27,f5e5 d5f6 g8g7 f6d7 b8c8 d7e5,1504
6k1/5b1p/1R4p1/5p2/PP1b4/4rB2/6PP/5RK1 w - - 1 40,b6b8 e3e8 g1h1 e8b8,1352
2r5/7p/6pk/1pN1nb2/1P1p1R2/P2P2P1/2B5/6K1 w - - 1 37,f4d4 e5f3 g1f2 f3d4,841
1r1q2k1/p2r3p/2p1bppb/2N1p3/2B4P/2n2P2/PPP2BP1/1K1RQ2R w - - 7 20,e1c3 d7d1 h1d1 d8d1,789
1R6/8/p5p1/2p3k1/4P2n/5P1N/3r4/5K2 b - - 2 40,g5h5 b8h8,1273
3r2k1/p1q2pp1/8/3p4/6rp/P2Q2P1/1P3PK1/R6R b - - 1 31,h4g3 d3h7 g8f8 h7f5,2469
r3r1k1/ppb2ppp/3q1n2/3pn3/3N4/1PN1P3/PB3PPP/R2Q1RK1 w - - 7 18,d4b5 e5f3 g1h1 d6h2,1117
r4k1r/ppp1Rp2/6p1/3P1bQp/5B2/2q5/P4PPP/4R1K1 w - - 6 26,e7c7 c3e1,499
r2qk2r/1bppbppp/p1n2n2/1p6/3NP3/1B6/PPP2PPP/RNBQ1RK1 w kq - 1 9,b1c3 c6d4 d1d4 c7c5 d4d3 c5c4 b3c4 b5c4,1491
r5k1/pp3p1p/5qp1/1PQ2b2/2Br4/P7/5PPP/3RR1K1 b - - 1 24,a8d8 d1d4 f6d4 e1e8 d8e8 c5d4,1487
8/5p1k/ppqp1Bp1/2b5/6Q1/3B3P/P4PPK/4r3 b - - 4 30,c5f2 g4h5 h7g8 h5h8,1813
6k1/pp3pq1/2pb2p1/4N2p/3P4/7P/PP1Q1PP1/6K1 w - - 3 27,d2f4 f7f6 f4e4 f6e5,1662
2r5/2r4p/pk6/4p3/p1Rn4/2R1P1PN/PP2KP1P/8 w - - 1 37,e3d4 c7c4 c3c4 c8c4,1122
rn3rk1/p1p1nppp/1p4q1/2b1p1B1/2B1P2P/1Q3N2/PPP2PP1/R3K2R w KQ - 1 12,f3e5 g6e4 e1f1 e4e5,981
7r/3P1p1p/q1N2p2/4pk2/8/7Q/Pr4PP/3K3R b - - 1 36,f5e4 h3f3,1372
r4rk1/1p3pp1/p3p2p/2qp4/2P1n3/5N2/PP2QPPP/R3R1K1 b - - 2 16,c5c4 e2c4 d5c4 e1e4,1298
r1bqkb1r/ppp3pp/2n2n2/4PP2/3Pp3/2N5/PPP3PP/R1BQKB1R b KQkq - 0 8,f6d5 d1h5 g7g6 f5g6,1225
3r3k/pp4pp/2p4r/2b5/4QP1q/1BN1P3/PPnB1R2/5RK1 b - - 1 22,d8d2 e4e8 c5f8 e8f8,751
3r2k1/p5pp/1p6/5NP1/1N3n2/2P2b2/PPK5/4R3 b - - 0 28,g7g6 f5h6 g8f8 e1f1 f8e8 f1f3,1404
8/8/3p2k1/PRn1p3/2P5/1PK5/r7/8 b - - 0 62,a2a3 c3b2 a3a5 b5a5,1996
3r1rk1/pb1p2q1/4p1pp/2P5/1PB2p2/P1b1R1N1/Q4PPP/3R2K1 w - - 0 24,g3h5 g6h5 e3g3 f4g3,1497
5k2/4r1p1/P4p2/1PP4p/2Q5/4Pq2/5P2/1K1R4 w - - 1 37,b5b6 f3d1 b1b2 e7d7,2298
r4rk1/pp3p1p/5q2/2p4Q/2Pb1R2/3P2P1/PP3P1P/R5K1 b - - 0 19,f6g6 f4g4 g8h8 g4g6,1301
1r5r/k1p2p2/p2p4/2nQ2p1/7p/R3P3/1qP2PPP/R5KN w - - 4 27,d5f7 b2b1 a1b1 b8b1,1319
r2qkb1r/p1p3pp/2p2p2/4p3/3P1Bb1/4PN2/PPP2PPP/R2QK2R w KQkq - 0 10,f4g3 e5e4 h2h3 g4h5 g3h2 e4f3,1897
r7/1pk2p2/2p4R/4bBB1/8/P7/1PP2Pb1/2K5 w - - 2 28,g5f6 e5f4 c1b1 f4h6,1071
5k2/p4p2/1pBP3p/4p3/2P5/1P2K2b/P6P/8 w - - 0 39,e3e4 h3g2 e4e5 g2c6,1139
8/8/1B1R4/4p1pk/2P1P1r1/5p2/2K5/8 w - - 0 67,c4c5 f3f2 d6d1 g4g1 c5c6 g1d1,1911
3r2k1/ppq1b1pp/4p1r1/2p5/P1N5/1PnPB2P/2P2PP1/3QRRK1 w - - 6 22,d1f3 d8f8 f3h5 f8f5 h5g6 h7g6,1723
2r2r1k/6p1/2Np3p/3Qp1q1/1P6/5nPP/P1R2P2/2R4K b - - 4 33,c8c6 d5c6 g5f5 h1g2,2269
r1bqk2r/ppbnnp2/2p1p3/6B1/2PPN3/3B4/PP3PPP/R2Q1RK1 b kq - 0 12,d7f8 e4f6,847
4r2k/pp4p1/2q4p/5PpP/P1P3Q1/3Pr2P/4RRK1/1B6 w - - 8 36,g2f1 c6h1 g4g1 h1g1 f1g1 e3e2,1607
2r3k1/5pp1/2qBp2p/R2nP3/3P4/3B4/3Q1PPP/6K1 w - - 0 35,d3e4 c6c1 d2c1 c8c1,563
8/R4Rp1/4p2k/1p1pP2p/2rn4/5PKP/5P2/8 w - - 2 35,f7g7 d4f5 g3g2 f5g7,880
5r1k/6pp/3Q3P/p3p3/Pp2B3/1P2Pb2/1K3qP1/7R w - - 2 37,b2c1 f8c8 c1b1 f3e4,1968
6k1/2p5/1p6/2PPp3/p3r2p/P1R5/6PP/6K1 b - - 0 39,b6b5 d5d6 c7d6 c5c6,1697
8/8/6p1/7p/6rP/2R2KP1/3k4/8 w - - 1 57,c3e3 g4g3 f3g3 d2e3,1399
3qr1k1/1r1b1ppp/p7/2pP4/4RB2/1P1Q1N2/P1N2PPP/2b3K1 b - - 0 21,d7f5 e4e8 d8e8 d3f5,881
3Q1k1r/p7/1p3p1q/4pB2/4P3/7p/PP6/1K6 b - - 1 40,f8g7 d8e7 g7g8 f5e6,1346
r4rk1/1p2qbp1/p1p1pn1p/8/3N4/3B2Q1/PPP2PPP/R3R1K1 b - - 7 19,a8d8 d4f5 e6f5 e1e7,1557
4Q1k1/r1qb1pp1/p1n4p/1p6/8/B1PB1N2/5PPP/3RR1K1 b - - 0 20,d7e8 e1e8,688
4rr1k/4b2n/2qp3Q/1pp5/p6P/5NR1/PPP3P1/5RK1 b - - 2 29,f8g8 f3e5 g8g3 e5c6,2294
2r2k1r/2qpn1pp/2n1pp2/p7/1pN1P3/4P3/PPPQ2PP/1K1R1B1R w - - 0 19,d2d7 c8d8 d7d8 c6d8,1771
5rk1/2Qp2p1/1p5p/3q4/P4p2/8/2P1r1PP/R5RK w - - 0 29,c7b6 f4f3 b6b3 d5b3 c2b3 f3f2 g1f1 f8e8,2414
r1b1k2r/pp3ppp/2n5/4p1B1/2BqN1n1/3P3N/P1P3PP/R2Q1K1R w kq - 0 12,d1f3 d4a1 f1e2 c6d4 e2d2 d4f3,1944
1r1r2k1/pb3pp1/7p/2p5/2N5/1P2QP1P/P1q3P1/R3R1K1 w - - 0 24,e3c5 d8d2 c4d2 c2c5,1858
1r3k2/ppQ2p2/5qn1/8/3p4/4r3/PPP5/2K3RR b - - 0 31,f6f4 h1h8 g6h8 c7f4,2081
8/7R/p2kp3/r2p3p/5P2/P3K3/1P6/8 w - - 0 39,h7h5 d5d4 e3d4 a5h5,1174
1r5k/pp2Q2p/3p1p1B/2p5/2P5/5n1P/PP4PK/R4q2 w - - 7 31,g2f3 f1f2 h2h1 f2f3,1827
r4Bk1/pbp2ppp/1p3n2/4N1q1/P1BP4/4P1PP/2Q2P2/R4nK1 b - - 0 19,f1e3 c4f7 g8h8 c2c7,2237
8/8/1pkp2p1/2n1p2p/K1P1P2P/P5P1/1P3B2/8 w - - 1 33,a4b4 c5d3 b4b3 d3f2,911
6k1/6p1/R5K1/8/p1r1p3/8/5P1P/8 b - - 11 40,c4d4 a6a8 d4d8 a8d8,400
r1bq1rk1/pp3p1n/3b1P1Q/2p1p3/2BpP3/3P4/PPP2PP1/R1B1K2R b KQ - 0 15,d8f6 h6h7,1008
6r1/4bk2/p6p/qp1pQ2P/4b3/2P4B/P1P5/1K1R4 b - - 1 26,e7f6 e5e6 f7g7 d1g1 f6g5 e6e5 g7h7 g1f1,1899
4r1k1/r4p1p/pp3Q1B/2p5/3p2P1/1B1P1bqP/PPP4b/4RR1K w - - 0 26,f1f3 e8e1 f3f1 e1f1,1625
r6r/p3kp1p/b1p1p3/3NP1Q1/P2P4/3q4/2p2PPP/2R3K1 b - - 0 20,e7d7 g5e7 d7c8 e7c7,983
8/8/R5k1/5p2/4pP2/5rP1/6K1/8 b - - 9 60,g6h5 a6f6 f3c3 f6f5,2038
2k3r1/pp1r1p1p/1qp1p1b1/2P1Q1B1/3P4/bP5P/P3KPP1/R2R4 b - - 0 21,b6b4 g5f4 c8d8 e5b8 d8e7 b8g8,1753
4b3/1pb3p1/p1p1p2p/2PpP1k1/PP1Pp3/4P3/4B1PP/4B1K1 b - - 5 25,e8h5 h2h4 g5g6 g2g4 h5g4 e2g4,1449
4k3/5pr1/2n4p/2PpPRb1/6Pp/B2Q3P/8/1B2q1K1 w - - 2 31,f5f1 g5e3 g1h1 e1g3 d3e3 g3e3,1610
4N3/4R3/p5kp/3p1b2/8/1P4P1/1PPq3P/1K3R2 w - - 3 34,f1e1 f5c2 b1a1 d2a5,1766
4r2r/pppk2pp/2qpnp2/4PQ2/2N5/8/PP3PPP/3R1RK1 w - - 5 20,e5f6 c6c4 f6g7 h8g8,2000
2R5/6pk/pp6/1b2PP2/6P1/4bBBp/1r5P/4K3 b - - 0 38,e3c5 g4g5 g7g6 c8c7,2288
8/1r4k1/4p1p1/4P2p/7P/5qP1/QPP5/1K5R w - - 0 37,h1d1 f3d1,627
2r2nk1/pb1rq2p/1p2pnpQ/4B1N1/3P3R/3B4/P4PPP/4R1K1 w - - 6 25,d3g6 f8g6 e5f6 e7f6,1344
r2qk1nr/3nbpp1/b1p1p3/p1P5/Np1PPB1p/3B1N1P/P2Q1PP1/R3K2R w KQkq - 2 14,f4g5 e7g5 f3g5 a6d3 g5f7 e8f7,1864
3q1r2/1p1N1p2/1n4pk/p6p/Pn2P1bP/1Pr5/3QBP2/3K2RR b - - 3 22,h6h7 d7f8 d8f8 d2c3,1862
2k1r3/2p5/p2b1p2/B2p1bpp/3Pr3/5N1P/PP3PP1/2R1RK2 w - - 0 22,f3d2 e4e1 c1e1 f5d3,1209
8/8/p7/Pr4k1/1P1K1p2/1R6/8/8 w - - 0 41,d4c4 g5g4 c4d3 f4f3,1689
r5k1/ppq4p/3b2pB/n2P1p2/2p1r3/2Q2N2/PP3PPP/R4RK1 w - - 0 20,f3g5 d6h2 g1h1 e4h4 g2g3 h2g3,2049
6r1/ppqb3k/5Bp1/3n3p/4r2P/1P1Q2P1/P4P2/1B2R1K1 w - - 0 30,e1e4 c7c1 d3f1 c1f1,1868
r1b1R3/k2p4/pp1N3Q/q1pn4/2P5/5P2/6P1/1B4K1 b - - 1 32,a5a1 d6c8 a8c8 e8c8,934
1r4k1/5pp1/4P2p/3R1p2/3Q3P/6PK/2q5/8 b - - 2 31,b8b2 e6f7 g8h7 d4b2 c2b2 f7f8q,2544
q1rr2k1/1b4pp/p3pn2/8/pbP3N1/7P/PB3QP1/1B2RR1K b - - 3 26,b4e1 g4f6 g8h8 f1e1,1972
3r2k1/p2R2p1/1p2p1rp/3b1pq1/P1BQ1P2/1P4P1/7P/5RK1 b - - 0 26,g5f6 d4f6 g6f6 d7d8,1598
3r3r/ppq1b1pp/2b2n2/5Qk1/3R4/3B4/PPP2PPP/2KR4 b - - 1 17,g5h6 d4h4 f6h5 f5h5,1460
r1b2r1k/p5pp/8/8/NP6/PB3QPq/2P2P1P/R3R1K1 b - - 0 23,f8f3 e1e8 f3f8 e8f8,743
4r2k/pp5p/1bp3pB/2n1p1N1/2b1P3/P4P2/1P3KPP/R6R w - - 3 21,a1d1 c5e4 f2e1 b6f2,1896
1qr2r1k/p5pR/4Q1p1/8/3b4/1PN1P3/P2K1PP1/2R5 b - - 0 26,h8h7 c1h1 b8h2 h1h2,1413
3r4/4kp2/p1B2R1Q/8/8/2P1P3/Pr1q1PP1/R4K2 w - - 6 26,h6f4 d2d1 a1d1 d8d1,1375
1R3bk1/7p/r1p1p1pB/4p3/8/p1PP1PP1/3PK2P/8 b - - 4 29,a3a2 b8f8,920
5rk1/N6p/4R1pb/p2pP1q1/P2P4/6Br/4Q1P1/5RK1 b - - 0 32,f8f1 e2f1 g5e3 g3f2,1302
r3kb1r/ppp1pppp/5n2/6N1/6P1/2N4n/PPP3PP/R1BQ1RqK w kq - 7 13,f1g1 h3f2,999
8/rkp5/8/2K3p1/8/7P/8/R7 w - - 0 51,a1a7 b7a7 c5c6 a7b8,929
1r5k/1b5r/2pR4/4p3/8/8/QP2q1PP/3R3K b - - 8 44,c6c5 d6d8 b8d8 d1d8 h8g7 a2g8 g7f6 d8d6 f6f5 g8h7,2268
r3k2r/pp1q1p2/3b1p1p/2pPp3/4N3/8/PPP2PPP/R2Q1RK1 b kq - 1 14,f6f5 e4f6 e8e7 f6d7,723
2b2k2/8/p3p1p1/1p1p1pPp/3P1P1P/1P1BP3/P2K4/8 b - - 1 34,f8e7 d2c3 e7d6 c3b4 d6c6 b4a5,1760
Rnk3r1/2pn3p/8/1N2p3/8/4P1rP/5RB1/6K1 b - - 2 26,g3h3 b5a7 c8d8 a7c6,1717
5r2/5pk1/p6p/np6/3P1R1q/P1P2Q1P/2B3PK/r7 b - - 1 31,h4e1 f4g4 g7h8 f3f6,1718
r2q2k1/4p2p/n2p2NB/p1p5/Np1b4/3Qn3/PPP3PP/R6K b - - 0 20,d8e8 g6f8 e8f7 h6e3 a8f8 e3d4 c5d4 d3a6,2372
r1b2knr/ppNp1ppp/2n1p3/2b5/q3P3/5Q2/PPPB1PPP/R3KB1R w KQ - 2 11,c7a8 c6d4 f3c3 d4c2 e1d1 c2a1,1694
3r3r/1p6/p1k5/P1p1bB1p/4P2q/8/1PP1Q2P/5RBK b - - 7 29,d8d6 e2c4 e5d4 e4e5,2468
3r2k1/pp3r1p/n1pBRppQ/8/8/1Pq4P/2P2PP1/3R1K2 b - - 3 25,c3c2 d1e1 c2d3 f1g1 d3d6 e6d6,2070
5rk1/p2p1pbp/2p3p1/qrn1p3/P1Q5/1P2B2P/4NPP1/R4RK1 b - - 0 21,b5b4 c4c5 a5c5 e3c5,1573
5rk1/5pn1/6p1/3P2Q1/3r4/R2p4/P1q2NPP/5RK1 w - - 4 28,f2g4 d4g4 g5g4 c2c5 g1h1 c5a3,1956
r2q2k1/2p3p1/p1Qbr2p/1p6/3P4/2P1B2P/P4PP1/1R3RK1 w - - 1 20,c3c4 d6h2 g1h2 e6c6,1072
2k2r2/ppp1p3/4p3/1P2Q3/P1P4p/6p1/6PP/4Rq1K w - - 1 31,e1f1 f8f1,662
3r4/1p4k1/2n3b1/p2P2N1/2P1p2R/P7/5PP1/6K1 b - - 1 32,c6e5 g5e6 g7f6 e6d8,974
r2q1k2/pppb2bQ/1n1p2p1/3P4/2P3P1/2NBr3/PP6/2KR3R b - - 0 21,e3d3 d1f1 d7f5 h7g6 d8f6 f1f5,2751
r3k2r/1bp1b1pp/1p2pp2/pP1q4/8/2PB4/PB3PPP/RN1QR1K1 w kq - 2 16,d3e4 d5d1 e1d1 b7e4,1209
2kr4/pp3Np1/4p1p1/3p3r/4nP2/1PP1BQn1/P5PP/2b2RK1 w - - 0 28,f7d8 c1e3 f3e3 h5h2 e3g3 e4g3 g1h2 g3f1,2313
4r1k1/ppq2ppB/2p5/8/3r4/8/PPP1QPPP/4R1K1 b - - 0 21,g8h7 e2h5 h7g8 e1e8,999
3r1rk1/pp2bp1p/1q4p1/2pb4/8/1PQ2N2/PB1P2PP/R4R1K b - - 4 20,d5f3 c3g7,1216
r3kbnr/pp2pppp/6b1/8/2Bn1B2/2N5/PP3PPP/2RR2K1 b kq - 3 14,d4e6 c4b5,1000
r5k1/P4ppp/6bq/2np4/3N1NnP/6P1/2P2p2/R2Q1RK1 w - - 0 29,g1g2 g4e3 g2f2 e3d1,847
r1b1kbr1/pp3p2/3Pp2p/1q3n1Q/2Np1PP1/3P4/PPP3P1/R1B2RK1 b q - 0 16,f5d6 c4d6 f8d6 h5b5,907
8/4k3/2R1P3/2Pp4/4r2p/3K2pP/6P1/8 b - - 0 55,e4e6 c6e6 e7e6 d3d4,1611
3rr2k/7p/5p2/p1p2N2/3p2P1/1PP4P/P6K/R4B2 w - - 0 33,c3c4 d4d3 a1d1 d3d2,1176
r4r2/5p2/2p1pqpk/p1Pp2NP/1p1P1P2/1P2n2Q/P5P1/R4RK1 b - - 2 27,e3f1 h5g6 h6g7 h3h7,1439
2k5/R4prp/2p5/1p1n1r2/8/P7/5P1P/4RK2 b - - 3 30,f5g5 e1e8,1027
5k2/4qp2/3p1b2/2p1pPB1/4P3/3P1BK1/1pP5/7Q b - - 0 39,f6g5 h1h8,624
6k1/b1p3p1/p6p/Pp2r3/1P3p2/2P2N1P/6P1/3R1K2 b - - 1 28,e5e3 d1d8 g8h7 d8a8 e3c3 a8a7,1752
8/7p/3pqk2/PQp5/5p2/5P2/4r1PP/3R3K w - - 0 39,a5a6 e2e1 b5f1 e1f1,726
5kr1/p6p/4r3/2Pp1p2/3q4/2P1R1P1/P4K1P/RNB5 b - - 0 29,d4c5 c1a3 c5a3 b1a3,874
r1b3k1/p5b1/3p4/2pP3q/2N1PR2/P2P1K2/7P/1R1Q4 w - - 0 26,f3e3 g7d4 e3d2 h5h2 d1e2 h2f4,1669
1n3rk1/1p2bppp/4pn2/3p2B1/q7/1P1P4/P1P2PPP/R2Q1RK1 b - - 0 14,a4g4 d1g4 f6g4 g5e7,1686
1r4k1/5ppp/2N5/1n6/2b2P2/8/2P2KPP/4R3 b - - 1 34,b8c8 c6e7 g8f8 e7c8,739
4r1k1/p4pp1/2Qp3p/8/3P2q1/P1P5/1B3n1P/5R1K w - - 0 24,f1f2 e8e1 f2f1 e1f1,1360
6k1/6p1/8/2bPpP2/2P1P1Q1/5K2/1p1q4/1R6 w - - 1 47,f5f6 d2f2,1649
r1bqk2r/pp3ppp/2n1p3/2b5/4P3/2n2N2/PPQ2PPP/R1B1KB1R w KQkq - 0 9,c2c3 c5b4 c1d2 b4c3,1403
4r3/pp3k2/1r1p2pp/3P4/P1P2PPb/1P2p3/4N1K1/1R3R2 w - - 0 34,e2g3 e3e2 g3e2 e8e2,1560
6k1/p5b1/2P1p2p/4r1p1/1Q1N4/P7/KP4PP/5q2 b - - 1 39,e5d5 c6c7 f1a6 b4b8 g8f7 c7c8q a6c8 b8c8,1950
r4rk1/pb2qpp1/1p2p2p/2pnP2P/4Q1P1/3B1N2/PPP5/2KR3R b - - 1 18,d5f6 e5f6 b7e4 f6e7,1432
r2qk2r/pppb2pp/2nbp3/3pNp1Q/3Pn3/3BP1B1/PPPN1PPP/R3K2R b KQkq - 9 9,e8f8 h5f7,1447
r1bq1rk1/ppp1bppp/2n1pn2/6B1/3P4/2NB1N2/PPP2PPP/R2QK2R b KQ - 6 8,c6d4 f3d4 d8d4 d3h7 f6h7 d1d4,1554
2Q5/3P1bk1/p7/1p6/8/P3P3/5PP1/1qn3K1 w - - 1 48,d7d8q c1e2 g1h2 b1g1 h2h3 g1h1 h3g4 h1h5,1984
r1b1r1k1/2p1bppp/p7/1p6/3PN3/7P/PP3PP1/R1B1R1K1 b - - 0 16,e7b4 e4f6 g7f6 e1e8,884
r3k2r/pp2bppp/2pPP3/2qn4/5B2/7P/P1P1Q1P1/R4R1K b kq - 2 19,d5f4 e6f7 e8f7 e2e7 f7g6 f1f4,1904
5r1k/6r1/p3Q3/1pp5/5q2/2P2b2/PP4PP/4RRK1 w - - 0 30,f1f3 g7g2 g1g2 f4f3,2178
1r3rk1/1p2pp1p/p1b2bp1/3Bn3/2P5/PPN3Pq/2Q1PP1P/1RB2RK1 w - - 1 19,f2f4 e5g4 e2e3 f6c3 d5c6 b7c6,1943
r6k/pp4bp/3qp2p/3p4/b2n4/3BQP2/PP3P1P/2R3RK b - - 3 21,a8f8 g1g7 h8g7 e3d4,1440
4r1rk/pbqn2pp/1p1N1p2/8/3PpP1N/6Q1/PP4PP/R1B2RK1 b - - 0 20,c7d6 h4g6 h7g6 g3h3,1242
2k2b1r/ppp2ppp/8/8/1nP1P1P1/3r4/Pq1NN2P/2RQK2R b K - 3 16,b4c2 d1c2 b2c2 c1c2,2185
5rk1/pp2n1pp/3r4/3P1p2/4pP2/P3K2P/1P6/2RR1B2 b - - 2 23,e7d5 d1d5 d6d5 f1c4 f8d8 c1d1,1942
r4k1r/pppR1p1p/5b2/8/4QP2/P6B/1q5P/5R1K b - - 2 24,b2c3 e4b7 a8d8 d7c7 c3c7 b7c7,2479
2k5/5p2/1PP1p3/8/2N3pr/1K6/8/8 b - - 1 46,g4g3 c4d6 c8d8 c6c7,1690
rnb1kb1r/pp1p1ppp/4pn2/2P5/5B2/2q1PN2/P2N1PPP/R2QKB1R b KQkq - 0 7,c3c5 a1c1 c5c1 d1c1,1590
r1b2rk1/1p3pbp/1q2p1p1/pN2Pn2/P1B5/1P6/5PPP/R1BQR1K1 b - - 0 15,c8d7 d1d7 a8d8 d7c7 b6c7 b5c7,1452
r1b1r2k/pp1nNp1p/n2P2p1/2p1N1B1/4pP2/8/Pb2B1PP/R4RK1 b - - 1 18,d7e5 g5f6,977
8/8/1Pk2n2/P1p2N2/2K1pp2/8/5P2/8 b - - 0 51,f6d5 b6b7 c6b7 c4d5,1807
8/2pk4/P1r5/8/2N1p1p1/1PP1PnP1/8/R6K w - - 11 48,a6a7 c6h6 h1g2 h6h2 g2f1 h2h1,1162
r1b1rbk1/p2p1p1p/4p1p1/3pq2N/5BQ1/8/P1P2PPP/R4RK1 b - - 1 17,e5f5 g4f5 g6f5 h5f6 g8h8 f6e8,1324
r4rk1/1RR2ppp/8/p4Q2/3P2P1/8/q4P1P/6K1 w - - 0 22,c7f7 f8f7 b7f7 a2f7,1541
r1b1k1nr/pppp2pp/2n5/2b1P3/8/5NP1/PqPNP1BP/R2Q1R1K b kq - 3 11,c6e5 a1b1 b2a2 f3e5,1992
